Año(aaaa)-Trimestre(t);Orden del país; País;Unidad multiplicadora;Moneda (USD);Valor
2012-4;69;República Dominicana;Millones;Dólar estadounidense;-0,19908263
2012-4;70;Singapur;Millones;Dólar estadounidense;1,915455879
2012-4;71;Sri Lanka;Millones;Dólar estadounidense;0
2012-4;72;Suecia;Millones;Dólar estadounidense;117,6779288
2012-4;73;Suiza;Millones;Dólar estadounidense;166,2529251
2012-4;74;Sudáfrica;Millones;Dólar estadounidense;0
2012-4;75;Tailandia;Millones;Dólar estadounidense;0
2012-4;76;Taiwán;Millones;Dólar estadounidense;0
2012-4;77;Ucrania;Millones;Dólar estadounidense;0
2012-4;78;Uruguay;Millones;Dólar estadounidense;17,89425272
2012-4;79;Venezuela;Millones;Dólar estadounidense;20,73836705
2012-4;81;Otros Países;Millones;Dólar estadounidense;6,58657051
2012-4;82;Total paises;Millones;Dólar estadounidense;3945,727845
2013-1;1;Afganistán;Millones;Dólar estadounidense;0
2013-1;2;Albania;Millones;Dólar estadounidense;0
2013-1;3;Alemania;Millones;Dólar estadounidense;17,673502
2013-1;4;Anguilla;Millones;Dólar estadounidense;270,6017283
2013-1;5;Antillas Holandesas;Millones;Dólar estadounidense;-1,412255801
2013-1;6;Argentina;Millones;Dólar estadounidense;0,209823256
2013-1;7;Aruba;Millones;Dólar estadounidense;5,300075916
2013-1;8;Australia;Millones;Dólar estadounidense;11,37120411
2013-1;9;Austria;Millones;Dólar estadounidense;21,12052868
2013-1;10;Bahamas;Millones;Dólar estadounidense;8,955088236
2013-1;11;Barbados;Millones;Dólar estadounidense;98,23296983
2013-1;12;Bélgica;Millones;Dólar estadounidense;27,83541791
2013-1;13;Belice;Millones;Dólar estadounidense;1,16341361
2013-1;14;Bermudas;Millones;Dólar estadounidense;45,58577391
2013-1;15;Bolivia;Millones;Dólar estadounidense;0,02325511
2013-1;16;Brasil;Millones;Dólar estadounidense;22,44512264
2013-1;17;Canadá;Millones;Dólar estadounidense;50,81679424
2013-1;18;Chile;Millones;Dólar estadounidense;89,11636259
2013-1;19;China;Millones;Dólar estadounidense;4,835207428
2013-1;20;Corea del Sur;Millones;Dólar estadounidense;12,14922549
2013-1;21;Chipre;Millones;Dólar estadounidense;-3,884024984
2013-1;22;Costa Rica;Millones;Dólar estadounidense;3,41610457
2013-1;23;Cuba;Millones;Dólar estadounidense;0
2013-1;24;Curazao;Millones;Dólar estadounidense;-0,012161608
2013-1;25;Dinamarca;Millones;Dólar estadounidense;4,333020823
2013-1;26;Ecuador;Millones;Dólar estadounidense;9,78824147
2013-1;27;El Salvador;Millones;Dólar estadounidense;0,17248312
2013-1;28;Escocia;Millones;Dólar estadounidense;0
2013-1;29;España;Millones;Dólar estadounidense;252,4997959
2013-1;30;Estados Unidos;Millones;Dólar estadounidense;710,5604464
2013-1;31;Finlandia;Millones;Dólar estadounidense;0
2013-1;32;Francia;Millones;Dólar estadounidense;269,320194
2013-1;33;Gibraltar;Millones;Dólar estadounidense;0
2013-1;34;Grecia;Millones;Dólar estadounidense;0
2013-1;35;Guatemala;Millones;Dólar estadounidense;0,10924
2013-1;36;Honduras;Millones;Dólar estadounidense;0,03
2013-1;37;Hong Kong;Millones;Dólar estadounidense;1,65642493
2013-1;38;Hungría;Millones;Dólar estadounidense;0
2013-1;39;Islas Caimán;Millones;Dólar estadounidense;94,10087596
2013-1;40;Islas Vírgenes Británicas;Millones;Dólar estadounidense;124,3929926
2013-1;41;India;Millones;Dólar estadounidense;0,948055811
2013-1;42;Inglaterra;Millones;Dólar estadounidense;235,339316
2013-1;44;Irán;Millones;Dólar estadounidense;0
2013-1;45;Irlanda?;Millones;Dólar estadounidense;2,188237093
2013-1;46;Isla de Man;Millones;Dólar estadounidense;0
2013-1;47;Israel;Millones;Dólar estadounidense;0,301278948
2013-1;48;Italia;Millones;Dólar estadounidense;6,783054009
2013-1;49;Japón;Millones;Dólar estadounidense;7,070214778
2013-1;50;Jordania;Millones;Dólar estadounidense;0
2013-1;51;Kuwait;Millones;Dólar estadounidense;0
2013-1;52;Líbano;Millones;Dólar estadounidense;0
2013-1;53;Liberia;Millones;Dólar estadounidense;0
2013-1;54;Liechtenstein;Millones;Dólar estadounidense;0
2013-1;55;Lituania;Millones;Dólar estadounidense;0
2013-1;56;Luxemburgo;Millones;Dólar estadounidense;86,0053601
2013-1;57;Malasia;Millones;Dólar estadounidense;3,288624736
2013-1;58;México;Millones;Dólar estadounidense;156,298777
2013-1;59;Nicaragua;Millones;Dólar estadounidense;0
2013-1;60;Noruega;Millones;Dólar estadounidense;3,980303151
2013-1;61;Nueva Zelanda;Millones;Dólar estadounidense;0
2013-1;62;Países Bajos;Millones;Dólar estadounidense;147,3950124
2013-1;63;Panamá;Millones;Dólar estadounidense;476,2096674
2013-1;64;Paraguay;Millones;Dólar estadounidense;0,04597
2013-1;65;Perú;Millones;Dólar estadounidense;23,74215274
2013-1;66;Portugal;Millones;Dólar estadounidense;0,413959402
2013-1;67;Puerto Rico;Millones;Dólar estadounidense;0,59303503
2013-1;69;República Dominicana;Millones;Dólar estadounidense;2,88264559
2013-1;70;Singapur;Millones;Dólar estadounidense;1,498727966
2013-1;71;Sri Lanka;Millones;Dólar estadounidense;0
2013-1;72;Suecia;Millones;Dólar estadounidense;71,57417049
2013-1;73;Suiza;Millones;Dólar estadounidense;213,0725808
2013-1;74;Sudáfrica;Millones;Dólar estadounidense;0
2013-1;75;Tailandia;Millones;Dólar estadounidense;0
2013-1;76;Taiwán;Millones;Dólar estadounidense;0
2013-1;77;Ucrania;Millones;Dólar estadounidense;0
2013-1;78;Uruguay;Millones;Dólar estadounidense;19,68148035
2013-1;79;Venezuela;Millones;Dólar estadounidense;29,49500503
2013-1;81;Otros Países;Millones;Dólar estadounidense;38,93548213
2013-1;82;Total paises;Millones;Dólar estadounidense;3670,291482
2013-2;1;Afganistán;Millones;Dólar estadounidense;0
2013-2;2;Albania;Millones;Dólar estadounidense;0
2013-2;3;Alemania;Millones;Dólar estadounidense;15,03876026
2013-2;4;Anguilla;Millones;Dólar estadounidense;268,1496611
2013-2;5;Antillas Holandesas;Millones;Dólar estadounidense;0,112935537
2013-2;6;Argentina;Millones;Dólar estadounidense;1,727442172
2013-2;7;Aruba;Millones;Dólar estadounidense;-0,303315205
2013-2;8;Australia;Millones;Dólar estadounidense;1,43949262
2013-2;9;Austria;Millones;Dólar estadounidense;54,3983674
2013-2;10;Bahamas;Millones;Dólar estadounidense;8,625034468
2013-2;11;Barbados;Millones;Dólar estadounidense;135,3357673
2013-2;12;Bélgica;Millones;Dólar estadounidense;1,19038356
2013-2;13;Belice;Millones;Dólar estadounidense;0,84683399
2013-2;14;Bermudas;Millones;Dólar estadounidense;34,83543162
2013-2;15;Bolivia;Millones;Dólar estadounidense;0,05671368
2013-2;16;Brasil;Millones;Dólar estadounidense;13,01051813
2013-2;17;Canadá;Millones;Dólar estadounidense;104,8033737
2013-2;18;Chile;Millones;Dólar estadounidense;103,4505383
2013-2;19;China;Millones;Dólar estadounidense;2,91882357
2013-2;20;Corea del Sur;Millones;Dólar estadounidense;3,557292085
2013-2;21;Chipre;Millones;Dólar estadounidense;1,493577223
2013-2;22;Costa Rica;Millones;Dólar estadounidense;7,078632676
2013-2;23;Cuba;Millones;Dólar estadounidense;0
2013-2;24;Curazao;Millones;Dólar estadounidense;1,140276204
2013-2;25;Dinamarca;Millones;Dólar estadounidense;0,405713677
2013-2;26;Ecuador;Millones;Dólar estadounidense;9,054830519
2013-2;27;El Salvador;Millones;Dólar estadounidense;0,1994182
2013-2;28;Escocia;Millones;Dólar estadounidense;0
2013-2;29;España;Millones;Dólar estadounidense;-204,2013647
2013-2;30;Estados Unidos;Millones;Dólar estadounidense;728,924607
2013-2;31;Finlandia;Millones;Dólar estadounidense;0
2013-2;32;Francia;Millones;Dólar estadounidense;129,078014
2013-2;33;Gibraltar;Millones;Dólar estadounidense;0
2013-2;34;Grecia;Millones;Dólar estadounidense;0,01775209
2013-2;35;Guatemala;Millones;Dólar estadounidense;0,48039345
2013-2;36;Honduras;Millones;Dólar estadounidense;0,229341
2013-2;37;Hong Kong;Millones;Dólar estadounidense;1,20320662
2013-2;38;Hungría;Millones;Dólar estadounidense;0
2013-2;39;Islas Caimán;Millones;Dólar estadounidense;288,2397299
2013-2;40;Islas Vírgenes Británicas;Millones;Dólar estadounidense;111,0138948
2013-2;41;India;Millones;Dólar estadounidense;0,828991484
2013-2;42;Inglaterra;Millones;Dólar estadounidense;551,6588071
2013-2;44;Irán;Millones;Dólar estadounidense;0
2013-2;45;Irlanda?;Millones;Dólar estadounidense;1,909646087
2013-2;46;Isla de Man;Millones;Dólar estadounidense;0
2013-2;47;Israel;Millones;Dólar estadounidense;0,130394336
2013-2;48;Italia;Millones;Dólar estadounidense;0,318761567
2013-2;49;Japón;Millones;Dólar estadounidense;14,35482633
2013-2;50;Jordania;Millones;Dólar estadounidense;0
2013-2;51;Kuwait;Millones;Dólar estadounidense;0
2013-2;52;Líbano;Millones;Dólar estadounidense;0
2013-2;53;Liberia;Millones;Dólar estadounidense;0
2013-2;54;Liechtenstein;Millones;Dólar estadounidense;0
2013-2;55;Lituania;Millones;Dólar estadounidense;0
2013-2;56;Luxemburgo;Millones;Dólar estadounidense;69,03308052
2013-2;57;Malasia;Millones;Dólar estadounidense;1,874815274
2013-2;58;México;Millones;Dólar estadounidense;165,4233823
2013-2;59;Nicaragua;Millones;Dólar estadounidense;0
2013-2;60;Noruega;Millones;Dólar estadounidense;4,140711943
2013-2;61;Nueva Zelanda;Millones;Dólar estadounidense;0
2013-2;62;Países Bajos;Millones;Dólar estadounidense;167,8673475
2013-2;63;Panamá;Millones;Dólar estadounidense;608,0582353
2013-2;64;Paraguay;Millones;Dólar estadounidense;0,078922
2013-2;65;Perú;Millones;Dólar estadounidense;12,37587933
2013-2;66;Portugal;Millones;Dólar estadounidense;0,6094797
2013-2;67;Puerto Rico;Millones;Dólar estadounidense;0,75548252
2013-2;69;República Dominicana;Millones;Dólar estadounidense;0,369462943
2013-2;70;Singapur;Millones;Dólar estadounidense;2,140430556
2013-2;71;Sri Lanka;Millones;Dólar estadounidense;0
2013-2;72;Suecia;Millones;Dólar estadounidense;-111,8927444
2013-2;73;Suiza;Millones;Dólar estadounidense;647,1889065
2013-2;74;Sudáfrica;Millones;Dólar estadounidense;0
2013-2;75;Tailandia;Millones;Dólar estadounidense;0
2013-2;76;Taiwán;Millones;Dólar estadounidense;0
2013-2;77;Ucrania;Millones;Dólar estadounidense;0
2013-2;78;Uruguay;Millones;Dólar estadounidense;13,14673571
2013-2;79;Venezuela;Millones;Dólar estadounidense;15,05900369
2013-2;81;Otros Países;Millones;Dólar estadounidense;27,93435699
2013-2;82;Total paises;Millones;Dólar estadounidense;4015,060925
2013-3;1;Afganistán;Millones;Dólar estadounidense;0
2013-3;2;Albania;Millones;Dólar estadounidense;0
2013-3;3;Alemania;Millones;Dólar estadounidense;22,96609268
2013-3;4;Anguilla;Millones;Dólar estadounidense;60,5009984
2013-3;5;Antillas Holandesas;Millones;Dólar estadounidense;-3,449857063
2013-3;6;Argentina;Millones;Dólar estadounidense;1,088392271
2013-3;7;Aruba;Millones;Dólar estadounidense;7,411342861
2013-3;8;Australia;Millones;Dólar estadounidense;1,087136584
2013-3;9;Austria;Millones;Dólar estadounidense;58,5619058
2013-3;10;Bahamas;Millones;Dólar estadounidense;3,702917774
2013-3;11;Barbados;Millones;Dólar estadounidense;87,4973019
2013-3;12;Bélgica;Millones;Dólar estadounidense;20,8402512
2013-3;13;Belice;Millones;Dólar estadounidense;1,34544984
2013-3;14;Bermudas;Millones;Dólar estadounidense;632,8768635
2013-3;15;Bolivia;Millones;Dólar estadounidense;0,04051253
2013-3;16;Brasil;Millones;Dólar estadounidense;227,3860412
2013-3;17;Canadá;Millones;Dólar estadounidense;45,78037307
2013-3;18;Chile;Millones;Dólar estadounidense;72,17829685
2013-3;19;China;Millones;Dólar estadounidense;3,096971708
2013-3;20;Corea del Sur;Millones;Dólar estadounidense;1,627319232
2013-3;21;Chipre;Millones;Dólar estadounidense;-0,139319221
2013-3;22;Costa Rica;Millones;Dólar estadounidense;1,964618745
2013-3;23;Cuba;Millones;Dólar estadounidense;0
2013-3;24;Curazao;Millones;Dólar estadounidense;2,800402849
2013-3;25;Dinamarca;Millones;Dólar estadounidense;6,890375116
2013-3;26;Ecuador;Millones;Dólar estadounidense;17,09951231
2013-3;27;El Salvador;Millones;Dólar estadounidense;0,19982018
2013-3;28;Escocia;Millones;Dólar estadounidense;0
2013-3;29;España;Millones;Dólar estadounidense;492,4414099
2013-3;30;Estados Unidos;Millones;Dólar estadounidense;797,2497408
2013-3;31;Finlandia;Millones;Dólar estadounidense;0
2013-3;32;Francia;Millones;Dólar estadounidense;75,83474098
2013-3;33;Gibraltar;Millones;Dólar estadounidense;0
2013-3;34;Grecia;Millones;Dólar estadounidense;0,03191936
2013-3;35;Guatemala;Millones;Dólar estadounidense;1,41853992
2013-3;36;Honduras;Millones;Dólar estadounidense;0,26244
2013-3;37;Hong Kong;Millones;Dólar estadounidense;0,62217368
2013-3;38;Hungría;Millones;Dólar estadounidense;0
2013-3;39;Islas Caimán;Millones;Dólar estadounidense;74,87232773
2013-3;40;Islas Vírgenes Británicas;Millones;Dólar estadounidense;142,6361685
2013-3;41;India;Millones;Dólar estadounidense;3,738383781
2013-3;42;Inglaterra;Millones;Dólar estadounidense;192,5823224
2013-3;44;Irán;Millones;Dólar estadounidense;0
2013-3;45;Irlanda?;Millones;Dólar estadounidense;0,301168483
2013-3;46;Isla de Man;Millones;Dólar estadounidense;0
2013-3;47;Israel;Millones;Dólar estadounidense;6,728207087
2013-3;48;Italia;Millones;Dólar estadounidense;74,20555026
2013-3;49;Japón;Millones;Dólar estadounidense;39,80214431
2013-3;50;Jordania;Millones;Dólar estadounidense;0
2013-3;51;Kuwait;Millones;Dólar estadounidense;0
2013-3;52;Líbano;Millones;Dólar estadounidense;0
2013-3;53;Liberia;Millones;Dólar estadounidense;0
2013-3;54;Liechtenstein;Millones;Dólar estadounidense;0
2013-3;55;Lituania;Millones;Dólar estadounidense;0
2013-3;56;Luxemburgo;Millones;Dólar estadounidense;56,98398531
2013-3;57;Malasia;Millones;Dólar estadounidense;0,142699635
2013-3;58;México;Millones;Dólar estadounidense;131,4775741
2013-3;59;Nicaragua;Millones;Dólar estadounidense;0
2013-3;60;Noruega;Millones;Dólar estadounidense;4,484212689
2013-3;61;Nueva Zelanda;Millones;Dólar estadounidense;0
2013-3;62;Países Bajos;Millones;Dólar estadounidense;223,4543132
2013-3;63;Panamá;Millones;Dólar estadounidense;603,4629858
2013-3;64;Paraguay;Millones;Dólar estadounidense;0,0929
2013-3;65;Perú;Millones;Dólar estadounidense;22,76519937
2013-3;66;Portugal;Millones;Dólar estadounidense;0,572930322
2013-3;67;Puerto Rico;Millones;Dólar estadounidense;4,43793908
2013-3;69;República Dominicana;Millones;Dólar estadounidense;1,083391958
2013-3;70;Singapur;Millones;Dólar estadounidense;2,443910917
2013-3;71;Sri Lanka;Millones;Dólar estadounidense;0
2013-3;72;Suecia;Millones;Dólar estadounidense;-25,86286527
2013-3;73;Suiza;Millones;Dólar estadounidense;441,0002283
2013-3;74;Sudáfrica;Millones;Dólar estadounidense;0
2013-3;75;Tailandia;Millones;Dólar estadounidense;0
2013-3;76;Taiwán;Millones;Dólar estadounidense;0
2013-3;77;Ucrania;Millones;Dólar estadounidense;0
2013-3;78;Uruguay;Millones;Dólar estadounidense;15,65689272
2013-3;79;Venezuela;Millones;Dólar estadounidense;28,6369665
2013-3;81;Otros Países;Millones;Dólar estadounidense;36,64303198
2013-3;82;Total paises;Millones;Dólar estadounidense;4712,974458
2013-4;1;Afganistán;Millones;Dólar estadounidense;0
2013-4;2;Albania;Millones;Dólar estadounidense;0
2013-4;3;Alemania;Millones;Dólar estadounidense;42,43059651
2013-4;4;Anguilla;Millones;Dólar estadounidense;256,3933455
2013-4;5;Antillas Holandesas;Millones;Dólar estadounidense;-4,094137133
2013-4;6;Argentina;Millones;Dólar estadounidense;2,079371903
2013-4;7;Aruba;Millones;Dólar estadounidense;0,137313701
2013-4;8;Australia;Millones;Dólar estadounidense;7,417032393
2013-4;9;Austria;Millones;Dólar estadounidense;22,1075228
2013-4;10;Bahamas;Millones;Dólar estadounidense;2,250805609
2013-4;11;Barbados;Millones;Dólar estadounidense;96,91911793
2013-4;12;Bélgica;Millones;Dólar estadounidense;-20,15849524
2013-4;13;Belice;Millones;Dólar estadounidense;3,7
2013-4;14;Bermudas;Millones;Dólar estadounidense;135,1380397
2013-4;15;Bolivia;Millones;Dólar estadounidense;0,14939
2013-4;16;Brasil;Millones;Dólar estadounidense;25,14374222
2013-4;17;Canadá;Millones;Dólar estadounidense;56,67977666
2013-4;18;Chile;Millones;Dólar estadounidense;56,56686856
2013-4;19;China;Millones;Dólar estadounidense;-2,188727514
2013-4;20;Corea del Sur;Millones;Dólar estadounidense;1,691567349
2013-4;21;Chipre;Millones;Dólar estadounidense;-4,203274793
2013-4;22;Costa Rica;Millones;Dólar estadounidense;1,89331068
2013-4;23;Cuba;Millones;Dólar estadounidense;0
2013-4;24;Curazao;Millones;Dólar estadounidense;0,533578203
2013-4;25;Dinamarca;Millones;Dólar estadounidense;4,339143594
2013-4;26;Ecuador;Millones;Dólar estadounidense;24,79393098
2013-4;27;El Salvador;Millones;Dólar estadounidense;0,4
2013-4;28;Escocia;Millones;Dólar estadounidense;0
2013-4;29;España;Millones;Dólar estadounidense;342,8918548
2013-4;30;Estados Unidos;Millones;Dólar estadounidense;601,1787755
2013-4;31;Finlandia;Millones;Dólar estadounidense;0
2013-4;32;Francia;Millones;Dólar estadounidense;57,3582399
2013-4;33;Gibraltar;Millones;Dólar estadounidense;0
2013-4;34;Grecia;Millones;Dólar estadounidense;0
2013-4;35;Guatemala;Millones;Dólar estadounidense;2,1
2013-4;36;Honduras;Millones;Dólar estadounidense;0,2
2013-4;37;Hong Kong;Millones;Dólar estadounidense;0,5
2013-4;38;Hungría;Millones;Dólar estadounidense;0
2013-4;39;Islas Caimán;Millones;Dólar estadounidense;146,1958533
2013-4;40;Islas Vírgenes Británicas;Millones;Dólar estadounidense;81,44703381
2013-4;41;India;Millones;Dólar estadounidense;0,536078175
2013-4;42;Inglaterra;Millones;Dólar estadounidense;420,7231471
2013-4;44;Irán;Millones;Dólar estadounidense;0
2013-4;45;Irlanda?;Millones;Dólar estadounidense;-0,076800185
2013-4;46;Isla de Man;Millones;Dólar estadounidense;0
2013-4;47;Israel;Millones;Dólar estadounidense;1,141131859
2013-4;48;Italia;Millones;Dólar estadounidense;3,470586747
2013-4;49;Japón;Millones;Dólar estadounidense;10,94315235
2013-4;50;Jordania;Millones;Dólar estadounidense;0
2013-4;51;Kuwait;Millones;Dólar estadounidense;0
2013-4;52;Líbano;Millones;Dólar estadounidense;0
2013-4;53;Liberia;Millones;Dólar estadounidense;0
2013-4;54;Liechtenstein;Millones;Dólar estadounidense;0
2013-4;55;Lituania;Millones;Dólar estadounidense;0
2013-4;56;Luxemburgo;Millones;Dólar estadounidense;29,10877916
